,AIR_INTAKE_TEMP,AUTOMATIC,CAR_YEAR,DAYS_OF_WEEK,DTC_NUMBER,ENGINE_COOLANT_TEMP,ENGINE_LOAD,ENGINE_POWER,ENGINE_RPM,HOURS,INTAKE_MANIFOLD_PRESSURE,MARK,MIN,MODEL,MONTHS,SHORT TERM FUEL TRIM BANK 1,SPEED,THROTTLE_POS,TIME,TIMING_ADVANCE,VEHICLE_ID,YEAR,ERROR CODE,problems
48,38.0,n,2006.0,5.0,MIL is OFF1 codes,77.0,0.051,1.6,761.0,18.0,36.0,volkswagen,53.0,polo,7.0,,0.0,0.031,1499537212207,0.506,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
49,33.0,n,2006.0,5.0,MIL is OFF1 codes,52.0,,1.6,,18.0,99.0,volkswagen,53.0,polo,7.0,,0.0,0.063,1499540892886,0.502,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
50,33.0,n,2006.0,5.0,MIL is OFF1 codes,52.0,,1.6,,18.0,100.0,volkswagen,53.0,polo,7.0,,0.0,0.063,1499540904903,0.502,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
51,32.0,n,2006.0,5.0,MIL is OFF1 codes,50.0,,1.6,767.0,18.0,35.0,volkswagen,53.0,polo,7.0,,1.0,0.039,1499540916913,0.549,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
52,32.0,n,2006.0,5.0,MIL is OFF1 codes,47.0,0.067,1.6,864.0,18.0,46.0,volkswagen,53.0,polo,7.0,,2.0,0.059,1499540928922,0.635,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
53,32.0,n,2006.0,5.0,MIL is OFF1 codes,48.0,0.071,1.6,887.0,18.0,34.0,volkswagen,53.0,polo,7.0,,6.0,0.039,1499540940931,0.471,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
54,32.0,n,2006.0,5.0,MIL is OFF1 codes,48.0,0.165,1.6,890.0,18.0,83.0,volkswagen,53.0,polo,7.0,,23.0,0.188,1499540952937,0.635,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
55,31.0,n,2006.0,5.0,MIL is OFF1 codes,51.0,0.216,1.6,1129.0,18.0,29.0,volkswagen,53.0,polo,7.0,,25.0,0.094,1499540964949,0.337,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
56,33.0,n,2006.0,5.0,MIL is OFF1 codes,51.0,0.051,1.6,879.0,18.0,76.0,volkswagen,53.0,polo,7.0,,26.0,0.086,1499540976965,0.561,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
57,32.0,n,2006.0,5.0,MIL is OFF1 codes,53.0,0.345,1.6,2136.0,18.0,23.0,volkswagen,53.0,polo,7.0,,37.0,0.133,1499540988975,0.667,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
58,33.0,n,2006.0,5.0,MIL is OFF1 codes,54.0,0.063,1.6,1090.0,18.0,33.0,volkswagen,53.0,polo,7.0,,7.0,0.035,1499541000991,0.518,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
59,33.0,n,2006.0,5.0,MIL is OFF1 codes,54.0,0.051,1.6,863.0,18.0,30.0,volkswagen,53.0,polo,7.0,,0.0,0.031,1499541013008,0.529,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
60,33.0,n,2006.0,5.0,MIL is OFF1 codes,54.0,,1.6,838.0,18.0,30.0,volkswagen,53.0,polo,7.0,,0.0,0.027,1499541025036,0.584,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
61,33.0,n,2006.0,5.0,MIL is OFF1 codes,55.0,,1.6,835.0,18.0,30.0,volkswagen,53.0,polo,7.0,,0.0,0.027,1499541037056,0.576,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
62,33.0,n,2006.0,5.0,MIL is OFF1 codes,56.0,,1.6,829.0,18.0,48.0,volkswagen,53.0,polo,7.0,,35.0,0.082,1499541049065,0.561,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
63,33.0,n,2006.0,5.0,MIL is OFF1 codes,57.0,0.475,1.6,2516.0,18.0,89.0,volkswagen,53.0,polo,7.0,,70.0,0.361,1499541061073,0.714,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
64,33.0,n,2006.0,5.0,MIL is OFF1 codes,57.0,0.439,1.6,2225.0,18.0,29.0,volkswagen,53.0,polo,7.0,,81.0,0.188,1499541073091,0.678,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
65,33.0,n,2006.0,5.0,MIL is OFF1 codes,57.0,0.341,1.6,2585.0,18.0,45.0,volkswagen,53.0,polo,7.0,,88.0,0.145,1499541085098,0.753,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
66,33.0,n,2006.0,5.0,MIL is OFF1 codes,56.0,0.329,1.6,2705.0,18.0,52.0,volkswagen,53.0,polo,7.0,,83.0,0.145,1499541097107,0.776,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
67,33.0,n,2006.0,5.0,MIL is OFF1 codes,55.0,0.42,1.6,2591.0,18.0,71.0,volkswagen,53.0,polo,7.0,,78.0,0.188,1499541109114,0.737,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
68,33.0,n,2006.0,5.0,MIL is OFF1 codes,56.0,0.396,1.6,2372.0,18.0,40.0,volkswagen,53.0,polo,7.0,,77.0,0.133,1499541121134,0.725,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
69,33.0,n,2006.0,5.0,MIL is OFF1 codes,55.0,0.173,1.6,2657.0,18.0,31.0,volkswagen,53.0,polo,7.0,,86.0,0.063,1499541133150,0.8,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
70,33.0,n,2006.0,5.0,MIL is OFF1 codes,54.0,0.263,1.6,2651.0,18.0,63.0,volkswagen,53.0,polo,7.0,,85.0,0.129,1499541145161,0.788,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
71,33.0,n,2006.0,5.0,MIL is OFF1 codes,54.0,0.408,1.6,2648.0,18.0,21.0,volkswagen,53.0,polo,7.0,,27.0,0.067,1499541157180,0.749,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
72,33.0,n,2006.0,5.0,MIL is OFF1 codes,54.0,0.478,1.6,2043.0,18.0,87.0,volkswagen,53.0,polo,7.0,,46.0,0.114,1499541169198,0.635,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
73,33.0,n,2006.0,5.0,MIL is OFF1 codes,56.0,0.486,1.6,2397.0,18.0,93.0,volkswagen,53.0,polo,7.0,,68.0,0.235,1499541181209,0.678,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
74,33.0,n,2006.0,5.0,MIL is OFF1 codes,57.0,0.529,1.6,2437.0,18.0,62.0,volkswagen,53.0,polo,7.0,,85.0,0.243,1499541193218,0.659,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
75,33.0,n,2006.0,5.0,MIL is OFF1 codes,57.0,0.357,1.6,2902.0,18.0,35.0,volkswagen,53.0,polo,7.0,,96.0,0.094,1499541205226,0.784,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
76,33.0,n,2006.0,5.0,MIL is OFF1 codes,57.0,0.314,1.6,3057.0,18.0,20.0,volkswagen,53.0,polo,7.0,,100.0,0.149,1499541217246,0.8,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
77,33.0,n,2006.0,5.0,MIL is OFF1 codes,56.0,0.38,1.6,3092.0,18.0,45.0,volkswagen,53.0,polo,7.0,,91.0,0.176,1499541229275,0.773,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
78,33.0,n,2006.0,5.0,MIL is OFF1 codes,56.0,0.361,1.6,2694.0,18.0,51.0,volkswagen,53.0,polo,7.0,,78.0,0.137,1499541241292,0.776,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
79,33.0,n,2006.0,5.0,MIL is OFF1 codes,57.0,0.522,1.6,2477.0,18.0,73.0,volkswagen,53.0,polo,7.0,,77.0,0.173,1499541253302,0.69,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
80,33.0,n,2006.0,5.0,MIL is OFF1 codes,57.0,0.188,1.6,2368.0,18.0,72.0,volkswagen,53.0,polo,7.0,,81.0,0.125,1499541265318,0.49,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
81,33.0,n,2006.0,5.0,MIL is OFF1 codes,58.0,0.314,1.6,2605.0,18.0,25.0,volkswagen,53.0,polo,7.0,,82.0,0.149,1499541277330,0.761,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
82,33.0,n,2006.0,5.0,MIL is OFF1 codes,58.0,0.231,1.6,2373.0,18.0,86.0,volkswagen,53.0,polo,7.0,,88.0,0.259,1499541289342,0.737,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
83,33.0,n,2006.0,5.0,MIL is OFF1 codes,58.0,0.145,1.6,2848.0,18.0,19.0,volkswagen,53.0,polo,7.0,,60.0,0.063,1499541301355,0.549,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
84,34.0,n,2006.0,5.0,MIL is OFF1 codes,57.0,0.055,1.6,1347.0,18.0,22.0,volkswagen,53.0,polo,7.0,,42.0,0.031,1499541313362,0.529,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
85,35.0,n,2006.0,5.0,MIL is OFF1 codes,57.0,0.063,1.6,1562.0,18.0,69.0,volkswagen,53.0,polo,7.0,,43.0,0.071,1499541325381,0.549,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
86,34.0,n,2006.0,5.0,MIL is OFF1 codes,58.0,0.329,1.6,2045.0,18.0,57.0,volkswagen,53.0,polo,7.0,,61.0,0.161,1499541337395,0.694,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
87,34.0,n,2006.0,5.0,MIL is OFF1 codes,59.0,0.082,1.6,2207.0,18.0,29.0,volkswagen,53.0,polo,7.0,,15.0,0.047,1499541349408,0.455,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
88,35.0,n,2006.0,5.0,MIL is OFF1 codes,59.0,,1.6,795.0,18.0,32.0,volkswagen,53.0,polo,7.0,,0.0,0.031,1499541361413,0.608,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
89,35.0,n,2006.0,5.0,MIL is OFF1 codes,60.0,0.102,1.6,966.0,18.0,82.0,volkswagen,53.0,polo,7.0,,30.0,0.055,1499541373418,0.396,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
90,35.0,n,2006.0,5.0,MIL is OFF1 codes,63.0,0.443,1.6,2471.0,18.0,83.0,volkswagen,53.0,polo,7.0,,61.0,0.212,1499541385425,0.678,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
91,35.0,n,2006.0,5.0,MIL is OFF1 codes,64.0,0.078,1.6,2009.0,18.0,61.0,volkswagen,53.0,polo,7.0,,62.0,0.043,1499541397429,0.49,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
92,35.0,n,2006.0,5.0,MIL is OFF1 codes,64.0,0.067,1.6,1875.0,18.0,29.0,volkswagen,53.0,polo,7.0,,46.0,0.035,1499541409449,0.471,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
93,35.0,n,2006.0,5.0,MIL is OFF1 codes,63.0,0.322,1.6,1714.0,18.0,76.0,volkswagen,53.0,polo,7.0,,70.0,0.271,1499541421457,0.643,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
94,35.0,n,2006.0,5.0,MIL is OFF1 codes,63.0,0.169,1.6,2250.0,18.0,34.0,volkswagen,53.0,polo,7.0,,68.0,0.067,1499541433468,0.749,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
95,36.0,n,2006.0,5.0,MIL is OFF1 codes,63.0,0.329,1.6,2276.0,18.0,50.0,volkswagen,53.0,polo,7.0,,72.0,0.133,1499541445482,0.706,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
96,36.0,n,2006.0,5.0,MIL is OFF1 codes,62.0,0.306,1.6,2159.0,18.0,48.0,volkswagen,53.0,polo,7.0,,66.0,0.149,1499541457503,0.714,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
97,36.0,n,2006.0,5.0,MIL is OFF1 codes,62.0,0.086,1.6,2146.0,18.0,19.0,volkswagen,53.0,polo,7.0,,65.0,0.047,1499541469549,0.471,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
98,36.0,n,2006.0,5.0,MIL is OFF1 codes,61.0,0.192,1.6,2109.0,18.0,52.0,volkswagen,53.0,polo,7.0,,73.0,0.125,1499541481560,0.776,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
99,36.0,n,2006.0,5.0,MIL is OFF1 codes,60.0,0.341,1.6,2393.0,18.0,54.0,volkswagen,53.0,polo,7.0,,81.0,0.161,1499541493576,0.729,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
100,36.0,n,2006.0,5.0,MIL is OFF1 codes,60.0,0.353,1.6,2669.0,18.0,50.0,volkswagen,53.0,polo,7.0,,87.0,0.161,1499541505596,0.749,car6,2017.0,P0133,O2 Sensor Circuit Slow Response (Bank 1 Sensor 1); 
